Very good reliable service and good prices.,value for money positive,,,,,,,,,,,,,
amazing service thanks,,,,,,,,,,,,,,
"Great tyres at a good price....The service given by the ATS in Gloucester was adequate. They tried to change our fitting time on arrival, but eventually honoured our agreed time slot.",value for money positive,garage service negative,,,,,,,,,,,,
"Well it all started out very well, went downhill, but then was recovered in the end",,,,,,,,,,,,,,
Same as last time I reviewed this same purchase,,,,,,,,,,,,,,
"Always buy my tyres from [REDACTED] now, easy experience and saves £££££s",value for money positive,,,,,,,,,,,,,
"Fantastic service, excellent website and great prices! Will definitely use [REDACTED] again!",,,,,,,,,,,,,,
"Excellent service. Value for money. To top it all, Total Tyre Company, Woodley installers were very good and fast at their job. Very professional.",value for money positive,length of fitting positive,garage service positive,,,,,,,,,,,
Quick cost effective service highly reccomend,value for money positive,,,,,,,,,,,,,
"[REDACTED] as a company was very good to deal with, especially when I got the order wrong.However, they need to be more selective with their fitting partners. Both my wheels had paint gouged off when removing and re fitting new tyres. Poor equipment and badly maintained.",ease of booking positive,advisor/agent service positive,damage negative,,,,,,,,,,,
"Tyres were/are very good, and much quieter than the ones i took off (then again they were illegal!). Garage was excellent, and very prompt. I would use again without hesitation.",tyre quality positive,garage service positive,,,,,,,,,,,,
All good. Excellent prices.,value for money positive,,,,,,,,,,,,,
2 really friendly/ professional lads fitted Avon ZZ5’s to front wheels of car. They were really careful not to damage the (as yet unscathed) alloy wheels. Tyres feel much much better than the (frankly) awful Pirelli P Zeros that were on the car from new and were scrubbed after only 7500 miles.....even when new they felt skittish in the wet esp. the new Avon’s are quieter and offer way more grip (too early to discuss wear). Will definitely be back to these guys to get my 2 rears replaced when required.,garage service positive,tyre quality positive,,,,,,,,,,,,
easy to arrangeno problem with fitter,ease of booking positive,,,,,,,,,,,,,
Really straight forward and easy to understand. First time I ever bought tyres online and it was really clear how to do it! Good recommendations for garages too,ease of booking positive,,,,,,,,,,,,,
Excellent experience,,,,,,,,,,,,,,
The website is very easy to navigate. The whole purchasing process is simple and uncomplicated with great choice and a variety of prices. Choosing a fitting service and time close to your postcode is so simple. This is the second time I have used [REDACTED] and would certainly recommend them.,location positive,ease of booking positive,,,,,,,,,,,,
Hassle free tyre purchasing,,,,,,,,,,,,,,
"Excellent service, fantastic prices & extremely fast delivery. I will definitely use [REDACTED] again.",delivery punctuality positive,value for money positive,,,,,,,,,,,,
"good value, good choice of garages.",value for money positive,,,,,,,,,,,,,
Loved the flexibility of the service and everything worked perfectly,,,,,,,,,,,,,,
Excellent service from order to fitment,,,,,,,,,,,,,,
Good price. Fitting garage was excellent. Everything promised was delivered.,value for money positive,,,,,,,,,,,,,
"Best way I've found to buy tyres. Plenty of info available, good prices and very convenient.",value for money positive,,,,,,,,,,,,,
"Tyres at a good price but its the option to have them fitted at home that makes all the difference, leave [REDACTED] to it and get on with your day.",mobile fitter positive,value for money positive,,,,,,,,,,,,
Price ease of use,value for money positive,,,,,,,,,,,,,
"It was like clockwork & easy to set up, in addition it was more than 20% cheaper for the same brand obtained elsewhere.",value for money positive,ease of booking positive,,,,,,,,,,,,
Excellent service and price. Have been buying from [REDACTED].com a good few years now. Highly recommended.,value for money positive,,,,,,,,,,,,,
"Excellent service, really friendly.",,,,,,,,,,,,,,
"bought tyres that were brand new product , reasonably priced & tyre fitter was local .",location positive,value for money positive,,,,,,,,,,,,
Tyres delivered and fitted on time.. very good system and service... will use again.,delivery punctuality positive,length of fitting positive,,,,,,,,,,,,
Excellent service. 2nd time to use [REDACTED]. but this time I had to amend the time which I was assisted with and when choosing the premier garages. they do the job well and lined my boot as they put my old tyre in. thank you [REDACTED],garage service positive,,,,,,,,,,,,,
"Really competitive prices, quick, no fuss service, and really lovely helpful blokes. Can't praise highly enough, and I wouldn't go anywhere else.",value for money positive,,,,,,,,,,,,,
Delivery got delayed twice but only notified me on the day meaning I had to change plans multiple times. Otherwise fair service. I will shop around next time.,late notice negative,delivery punctuality negative,,,,,,,,,,,,
I found the whole experience quick and easy and the tyres were delivered to a garage close by also the garage were so professional and quick I was out with in under 30 min and with two kids in toe it helped.,length of fitting positive,delivery punctuality positive,garage service positive,wait time positive,location positive,,,,,,,,,
Cheaper than the shop but the wheel balancing never gets done,value for money negative,balancing negative,,,,,,,,,,,,
"Good price (nearly the lowest). Many local places to choose for fitting. Sensible web-site, clear confirmation emails - so pretty efficient process.",value for money positive,location positive,,,,,,,,,,,,
It was good to be able to use a local garage within easy walking distance from home. the whole process was trouble free.,location positive,,,,,,,,,,,,,
Quick and decent price,value for money positive,,,,,,,,,,,,,
"No hassle , great price and excellent service. Couldn't fault in anyway. Fast delivery and only took 40 mins to change 2 tyres. Would highly recommend.",delivery punctuality positive,value for money positive,length of fitting positive,,,,,,,,,,,
"Perfect. Very good price on tyres, inc fitting and old ones cleared too.This particular garage/tyre centre were brilliant. Nice and calm, no panic or danger and polite guys. Took extra care with vehicle being a classic ref jacking points and wheel nug torque. Couldn't be happier.",value for money positive,extra charges positive,garage service positive,,,,,,,,,,,
Ordered tyres online and booked an appointment locally. It was smooth transaction. Recommended.,location positive,,,,,,,,,,,,,
